"sample_id","sample_region"
"HGDP00181_ERS474469","AS"
"HGDP00247_ERS474452","AS"
"HGDP00247_ERS474452","AS"
"HGDP01361_ERS474655","EU"
"HGDP01361_ERS474655","EU"
"HGDP00445_ERS474435","AS"
"HGDP00445_ERS474435","AS"
"HGDP00423_ERS474430","AS"
"HGDP00423_ERS474430","AS"
"HGDP00189_ERS474473","AS"
"HGDP00189_ERS474473","AS"
"HGDP00243_ERS474450","AS"
"HGDP00243_ERS474450","AS"
"HGDP00033_ERS474523","AS"
"HGDP00033_ERS474523","AS"
"HGDP00011_ERS474512","AS"
"HGDP00011_ERS474512","AS"
"HGDP00210_ERS474483","AS"
"HGDP00210_ERS474483","AS"
"HGDP00082_ERS474548","AS"
"HGDP00082_ERS474548","AS"
"HGDP00258_ERS474456","AS"
"HGDP00258_ERS474456","AS"
"HGDP00315_ERS474500","AS"
"HGDP00315_ERS474500","AS"
"HGDP00052_ERS474532","AS"
"HGDP00052_ERS474532","AS"
"HGDP00074_ERS474544","AS"
"HGDP00074_ERS474544","AS"
"HGDP00185_ERS474471","AS"
"HGDP00185_ERS474471","AS"
"HGDP00072_ERS474543","AS"
"HGDP00072_ERS474543","AS"
"HGDP00192_ERS474475","AS"
"HGDP00192_ERS474475","AS"
"HGDP00244_ERS474451","AS"
"HGDP00244_ERS474451","AS"
"HGDP00277_ERS474486","AS"
"HGDP00277_ERS474486","AS"
"HGDP00412_ERS474428","AS"
"HGDP00412_ERS474428","AS"
"HGDP00092_ERS474552","AS"
"HGDP00092_ERS474552","AS"
"HGDP01358_ERS474652","EU"
"HGDP01358_ERS474652","EU"
"HGDP00228_ERS474443","AS"
"HGDP00228_ERS474443","AS"
"HGDP00264_ERS474459","AS"
"HGDP00264_ERS474459","AS"
"HGDP00290_ERS474492","AS"
"HGDP00290_ERS474492","AS"
"HGDP00330_ERS474505","AS"
"HGDP00330_ERS474505","AS"
"HGDP00003_ERS474508","AS"
"HGDP00003_ERS474508","AS"
"HGDP01359_ERS474653","EU"
"HGDP01359_ERS474653","EU"
"HGDP00417_ERS474429","AS"
"HGDP00417_ERS474429","AS"
"HGDP00025_ERS474519","AS"
"HGDP00025_ERS474519","AS"
"HGDP00139_ERS474563","AS"
"HGDP00139_ERS474563","AS"
"HGDP00536_ERS474647","EU"
"HGDP00536_ERS474647","EU"
"HGDP00539_ERS474650","EU"
"HGDP00539_ERS474650","EU"
"HGDP00205_ERS474480","AS"
"HGDP00205_ERS474480","AS"
"HGDP00183_ERS474470","AS"
"HGDP00183_ERS474470","AS"
"HGDP00402_ERS474426","AS"
"HGDP00402_ERS474426","AS"
"HGDP00169_ERS474463","AS"
"HGDP00169_ERS474463","AS"
"HGDP00080_ERS474547","AS"
"HGDP00080_ERS474547","AS"
"HGDP00096_ERS474554","AS"
"HGDP00096_ERS474554","AS"
"HGDP00015_ERS474514","AS"
"HGDP00015_ERS474514","AS"
"HGDP00141_ERS474565","AS"
"HGDP00141_ERS474565","AS"
"HGDP00879_ERS474598","AS"
"HGDP00879_ERS474598","AS"
"HGDP00086_ERS474549","AS"
"HGDP00086_ERS474549","AS"
"HGDP00298_ERS474493","AS"
"HGDP00298_ERS474493","AS"
"HGDP00146_ERS474569","AS"
"HGDP00146_ERS474569","AS"
"HGDP00251_ERS474454","AS"
"HGDP00251_ERS474454","AS"
"HGDP00902_ERS474621","AS"
"HGDP00902_ERS474621","AS"
"HGDP00150_ERS474572","AS"
"HGDP00150_ERS474572","AS"
"HGDP00226_ERS474442","AS"
"HGDP00226_ERS474442","AS"
"HGDP00309_ERS474497","AS"
"HGDP00309_ERS474497","AS"
"HGDP00153_ERS474574","AS"
"HGDP00153_ERS474574","AS"
"HGDP00519_ERS474631","EU"
"HGDP00519_ERS474631","EU"
"HGDP00512_ERS474624","EU"
"HGDP00512_ERS474624","EU"
"HGDP00088_ERS474550","AS"
"HGDP00088_ERS474550","AS"
"HGDP00145_ERS474568","AS"
"HGDP00145_ERS474568","AS"
"HGDP01357_ERS474651","EU"
"HGDP01357_ERS474651","EU"
"HGDP00134_ERS474559","AS"
"HGDP00134_ERS474559","AS"
"HGDP00137_ERS474562","AS"
"HGDP00137_ERS474562","AS"
"HGDP00201_ERS474479","AS"
"HGDP00201_ERS474479","AS"
"HGDP00880_ERS474599","AS"
"HGDP00880_ERS474599","AS"
"HGDP00513_ERS474625","EU"
"HGDP00513_ERS474625","EU"
"HGDP00900_ERS474619","AS"
"HGDP00900_ERS474619","AS"
"HGDP00898_ERS474617","AS"
"HGDP00898_ERS474617","AS"
"HGDP00527_ERS474639","EU"
"HGDP00527_ERS474639","EU"
"HGDP01363_ERS474657","EU"
"HGDP01363_ERS474657","EU"
"HGDP00524_ERS474636","EU"
"HGDP00524_ERS474636","EU"
"HGDP00511_ERS474623","EU"
"HGDP00511_ERS474623","EU"
"HGDP00154_ERS474575","AS"
"HGDP00154_ERS474575","AS"
"HGDP01404_ERS474597","AS"
"HGDP01404_ERS474597","AS"
"HGDP00143_ERS474566","AS"
"HGDP00143_ERS474566","AS"
"HGDP01384_ERS474584","AS"
"HGDP01384_ERS474584","AS"
"HGDP00899_ERS474618","AS"
"HGDP00899_ERS474618","AS"
"HGDP00901_ERS474620","AS"
"HGDP00901_ERS474620","AS"
"HGDP00177_ERS474467","AS"
"HGDP00177_ERS474467","AS"
"HGDP00886_ERS474605","AS"
"HGDP00886_ERS474605","AS"
"HGDP00078_ERS474546","AS"
"HGDP00078_ERS474546","AS"
"HGDP01388_ERS474588","AS"
"HGDP01388_ERS474588","AS"
"HGDP01360_ERS474654","EU"
"HGDP01360_ERS474654","EU"
"HGDP00520_ERS474632","EU"
"HGDP00520_ERS474632","EU"
"HGDP00149_ERS474571","AS"
"HGDP00149_ERS474571","AS"
"HGDP00522_ERS474634","EU"
"HGDP00522_ERS474634","EU"
"HGDP00535_ERS474646","EU"
"HGDP00535_ERS474646","EU"
"HGDP00523_ERS474635","EU"
"HGDP00523_ERS474635","EU"
"HGDP00518_ERS474630","EU"
"HGDP00518_ERS474630","EU"
"HGDP00158_ERS474578","AS"
"HGDP00158_ERS474578","AS"
"HGDP00094_ERS474553","AS"
"HGDP00094_ERS474553","AS"
"HGDP00531_ERS474643","EU"
"HGDP00531_ERS474643","EU"
"HGDP00537_ERS474648","EU"
"HGDP00537_ERS474648","EU"
"HGDP00528_ERS474640","EU"
"HGDP00528_ERS474640","EU"
"HGDP00151_ERS474573","AS"
"HGDP00151_ERS474573","AS"
"HGDP00516_ERS474628","EU"
"HGDP00516_ERS474628","EU"
"HGDP00895_ERS474614","AS"
"HGDP00895_ERS474614","AS"
"HGDP00133_ERS474558","AS"
"HGDP00133_ERS474558","AS"
"HGDP00891_ERS474610","AS"
"HGDP00891_ERS474610","AS"
"HGDP00076_ERS474545","AS"
"HGDP00076_ERS474545","AS"
"HGDP01362_ERS474656","EU"
"HGDP01362_ERS474656","EU"
"HGDP00529_ERS474641","EU"
"HGDP00529_ERS474641","EU"
"HGDP00883_ERS474602","AS"
"HGDP00883_ERS474602","AS"
"HGDP00515_ERS474627","EU"
"HGDP00515_ERS474627","EU"
"HGDP00140_ERS474564","AS"
"HGDP00140_ERS474564","AS"
"HGDP00882_ERS474601","AS"
"HGDP00882_ERS474601","AS"
"HGDP00538_ERS474649","EU"
"HGDP00538_ERS474649","EU"
"HGDP01400_ERS474593","AS"
"HGDP01400_ERS474593","AS"
"HGDP00148_ERS474570","AS"
"HGDP00148_ERS474570","AS"
"HGDP00155_ERS474576","AS"
"HGDP00155_ERS474576","AS"
"HGDP01398_ERS474591","AS"
"HGDP01398_ERS474591","AS"
"HGDP00131_ERS474557","AS"
"HGDP00131_ERS474557","AS"
"HGDP01382_ERS474582","AS"
"HGDP01382_ERS474582","AS"
"HGDP00144_ERS474567","AS"
"HGDP00144_ERS474567","AS"
"HGDP00884_ERS474603","AS"
"HGDP00884_ERS474603","AS"
"HGDP01376_ERS474670","EU"
"HGDP01376_ERS474670","EU"
"HGDP00889_ERS474608","AS"
"HGDP00889_ERS474608","AS"
"HGDP01397_ERS474590","AS"
"HGDP01397_ERS474590","AS"
"HGDP00896_ERS474615","AS"
"HGDP00896_ERS474615","AS"
"HGDP01386_ERS474586","AS"
"HGDP01386_ERS474586","AS"
"HGDP00525_ERS474637","EU"
"HGDP00525_ERS474637","EU"
"HGDP00890_ERS474609","AS"
"HGDP00890_ERS474609","AS"
"HGDP01403_ERS474596","AS"
"HGDP01403_ERS474596","AS"
"HGDP00893_ERS474612","AS"
"HGDP00893_ERS474612","AS"
"HGDP00897_ERS474616","AS"
"HGDP00897_ERS474616","AS"
"HGDP00517_ERS474629","EU"
"HGDP00517_ERS474629","EU"
"HGDP00799_ERS474680","EU"
"HGDP00799_ERS474680","EU"
"HGDP00885_ERS474604","AS"
"HGDP00885_ERS474604","AS"
"HGDP00161_ERS474580","AS"
"HGDP00161_ERS474580","AS"
"HGDP00892_ERS474611","AS"
"HGDP00892_ERS474611","AS"
"HGDP00888_ERS474607","AS"
"HGDP00888_ERS474607","AS"
"HGDP01074_ERS474733","EU"
"HGDP01074_ERS474733","EU"
"HGDP00881_ERS474600","AS"
"HGDP00881_ERS474600","AS"
"HGDP00671_ERS474717","EU"
"HGDP00671_ERS474717","EU"
"HGDP00514_ERS474626","EU"
"HGDP00514_ERS474626","EU"
"HGDP01157_ERS474697","EU"
"HGDP01157_ERS474697","EU"
"HGDP00894_ERS474613","AS"
"HGDP00894_ERS474613","AS"
"HGDP01164_ERS474706","EU"
"HGDP01164_ERS474706","EU"
"HGDP01156_ERS474696","EU"
"HGDP01156_ERS474696","EU"
"HGDP00561_ERS474743","ME"
"HGDP00561_ERS474743","ME"
"HGDP01073_ERS474732","EU"
"HGDP01073_ERS474732","EU"
"HGDP00563_ERS474745","ME"
"HGDP00563_ERS474745","ME"
"HGDP01399_ERS474592","AS"
"HGDP01399_ERS474592","AS"
"HGDP00797_ERS474678","EU"
"HGDP00797_ERS474678","EU"
"HGDP01375_ERS474669","EU"
"HGDP01375_ERS474669","EU"
"HGDP01065_ERS474724","EU"
"HGDP01065_ERS474724","EU"
"HGDP00572_ERS474753","ME"
"HGDP00572_ERS474753","ME"
"HGDP00573_ERS474754","ME"
"HGDP00573_ERS474754","ME"
"HGDP01066_ERS474725","EU"
"HGDP01066_ERS474725","EU"
"HGDP00808_ERS474688","EU"
"HGDP00808_ERS474688","EU"
"HGDP00583_ERS474764","ME"
"HGDP00583_ERS474764","ME"
"HGDP01166_ERS474707","EU"
"HGDP01166_ERS474707","EU"
"HGDP00807_ERS474687","EU"
"HGDP00807_ERS474687","EU"
"HGDP01387_ERS474587","AS"
"HGDP01387_ERS474587","AS"
"HGDP01367_ERS474661","EU"
"HGDP01367_ERS474661","EU"
"HGDP00534_ERS474645","EU"
"HGDP00534_ERS474645","EU"
"HGDP00670_ERS474716","EU"
"HGDP00670_ERS474716","EU"
"HGDP00582_ERS474763","ME"
"HGDP00582_ERS474763","ME"
"HGDP00579_ERS474760","ME"
"HGDP00579_ERS474760","ME"
"HGDP00649_ERS474866","ME"
"HGDP00649_ERS474866","ME"
"HGDP00651_ERS474868","ME"
"HGDP00651_ERS474868","ME"
"HGDP00691_ERS474795","ME"
"HGDP00691_ERS474795","ME"
"HGDP01071_ERS474730","EU"
"HGDP01071_ERS474730","EU"
"HGDP00700_ERS474803","ME"
"HGDP00700_ERS474803","ME"
"HGDP00590_ERS474769","ME"
"HGDP00590_ERS474769","ME"
"HGDP00668_ERS474714","EU"
"HGDP00668_ERS474714","EU"
"HGDP00632_ERS474850","ME"
"HGDP00632_ERS474850","ME"
"HGDP00675_ERS474780","ME"
"HGDP00675_ERS474780","ME"
"HGDP00803_ERS474683","EU"
"HGDP00803_ERS474683","EU"
"HGDP00575_ERS474756","ME"
"HGDP00575_ERS474756","ME"
"HGDP00794_ERS474675","EU"
"HGDP00794_ERS474675","EU"
"HGDP01173_ERS474700","EU"
"HGDP01173_ERS474700","EU"
"HGDP00565_ERS474747","ME"
"HGDP00565_ERS474747","ME"
"HGDP00741_ERS474822","ME"
"HGDP00741_ERS474822","ME"
"HGDP00674_ERS474720","EU"
"HGDP00674_ERS474720","EU"
"HGDP01068_ERS474727","EU"
"HGDP01068_ERS474727","EU"
"HGDP00646_ERS474863","ME"
"HGDP00646_ERS474863","ME"
"HGDP00122_ERS1063301","AS"
"HGDP00122_ERS1063301","AS"
"HGDP00248_ERS474453","AS"
"HGDP00248_ERS474453","AS"
"HGDP00254_ERS474455","AS"
"HGDP00254_ERS474455","AS"
"HGDP00179_ERS474468","AS"
"HGDP00179_ERS474468","AS"
"HGDP00241_ERS474449","AS"
"HGDP00241_ERS474449","AS"
"HGDP01075_ERS474734","EU"
"HGDP01075_ERS474734","EU"
"HGDP00581_ERS474762","ME"
"HGDP00581_ERS474762","ME"
"HGDP00045_ERS474529","AS"
"HGDP00045_ERS474529","AS"
"HGDP00578_ERS474759","ME"
"HGDP00578_ERS474759","ME"
"HGDP01366_ERS474660","EU"
"HGDP01366_ERS474660","EU"
"HGDP01070_ERS474729","EU"
"HGDP01070_ERS474729","EU"
"HGDP00631_ERS1063413","ME"
"HGDP00631_ERS1063413","ME"
"HGDP00682_ERS474786","ME"
"HGDP00682_ERS474786","ME"
"HGDP00653_ERS474869","ME"
"HGDP00653_ERS474869","ME"
"HGDP00129_ERS1063300","AS"
"HGDP00129_ERS1063300","AS"
"HGDP00604_ERS474778","ME"
"HGDP00604_ERS474778","ME"
"HGDP00684_ERS474788","ME"
"HGDP00684_ERS474788","ME"
"HGDP00639_ERS474856","ME"
"HGDP00639_ERS474856","ME"
"HGDP00620_ERS474838","ME"
"HGDP00620_ERS474838","ME"
"HGDP00800_ERS474681","EU"
"HGDP00800_ERS474681","EU"
"HGDP01171_ERS474698","EU"
"HGDP01171_ERS474698","EU"
"HGDP01169_ERS474710","EU"
"HGDP01169_ERS474710","EU"
"HGDP00802_ERS474682","EU"
"HGDP00802_ERS474682","EU"
"HGDP00566_ERS474748","ME"
"HGDP00566_ERS474748","ME"
"HGDP01149_ERS474691","EU"
"HGDP01149_ERS474691","EU"
"HGDP00626_ERS474844","ME"
"HGDP00626_ERS474844","ME"
"HGDP00102_ERS474391","AS"
"HGDP00102_ERS474391","AS"
"HGDP00767_ERS474345","AS"
"HGDP00767_ERS474345","AS"
"HGDP00326_ERS474503","AS"
"HGDP00326_ERS474503","AS"
"HGDP00120_ERS474404","AS"
"HGDP00120_ERS474404","AS"
"HGDP00175_ERS474466","AS"
"HGDP00175_ERS474466","AS"
"HGDP00333_ERS474506","AS"
"HGDP00333_ERS474506","AS"
"HGDP01155_ERS474695","EU"
"HGDP01155_ERS474695","EU"
"HGDP00667_ERS474713","EU"
"HGDP00667_ERS474713","EU"
"HGDP00588_ERS474768","ME"
"HGDP00588_ERS474768","ME"
"HGDP01161_ERS474703","EU"
"HGDP01161_ERS474703","EU"
"HGDP01063_ERS474722","EU"
"HGDP01063_ERS474722","EU"
"HGDP00912_ERS813226","AF"
"HGDP00912_ERS813226","AF"
"HGDP00595_ERS474772","ME"
"HGDP00595_ERS474772","ME"
"HGDP00621_ERS474839","ME"
"HGDP00621_ERS474839","ME"
"HGDP00623_ERS474841","ME"
"HGDP00623_ERS474841","ME"
"HGDP01269_ERS474888","AF"
"HGDP01269_ERS474888","AF"
"HGDP00685_ERS474789","ME"
"HGDP00685_ERS474789","ME"
"HGDP01067_ERS474726","EU"
"HGDP01067_ERS474726","EU"
"HGDP01167_ERS474708","EU"
"HGDP01167_ERS474708","EU"
"HGDP01069_ERS474728","EU"
"HGDP01069_ERS474728","EU"
"HGDP00696_ERS474799","ME"
"HGDP00696_ERS474799","ME"
"HGDP00687_ERS474791","ME"
"HGDP00687_ERS474791","ME"
"HGDP00121_ERS1063305","AS"
"HGDP00121_ERS1063305","AS"
"HGDP00388_ERS474423","AS"
"HGDP00388_ERS474423","AS"
"HGDP01248_ERS474273","AS"
"HGDP01248_ERS474273","AS"
"HGDP00698_ERS474801","ME"
"HGDP00698_ERS474801","ME"
"HGDP00037_ERS474525","AS"
"HGDP00037_ERS474525","AS"
"HGDP00307_ERS474496","AS"
"HGDP00307_ERS474496","AS"
"HGDP00407_ERS474427","AS"
"HGDP00407_ERS474427","AS"
"HGDP00259_ERS474457","AS"
"HGDP00259_ERS474457","AS"
"HGDP00571_ERS474752","ME"
"HGDP00571_ERS474752","ME"
"HGDP01277_ERS474896","AF"
"HGDP01277_ERS474896","AF"
"HGDP01152_ERS474693","EU"
"HGDP01152_ERS474693","EU"
"HGDP00909_ERS813225","AF"
"HGDP00909_ERS813225","AF"
"HGDP00641_ERS474858","ME"
"HGDP00641_ERS474858","ME"
"HGDP00591_ERS474770","ME"
"HGDP00591_ERS474770","ME"
"HGDP00643_ERS474860","ME"
"HGDP00643_ERS474860","ME"
"HGDP00676_ERS474781","ME"
"HGDP00676_ERS474781","ME"
"HGDP01369_ERS474663","EU"
"HGDP01369_ERS474663","EU"
"HGDP00640_ERS474857","ME"
"HGDP00640_ERS474857","ME"
"HGDP00810_ERS474689","EU"
"HGDP00810_ERS474689","EU"
"HGDP00673_ERS474719","EU"
"HGDP00673_ERS474719","EU"
"HGDP01379_ERS474673","EU"
"HGDP01379_ERS474673","EU"
"HGDP00577_ERS474758","ME"
"HGDP00577_ERS474758","ME"
"HGDP00686_ERS474790","ME"
"HGDP00686_ERS474790","ME"
"HGDP00614_ERS474833","ME"
"HGDP00614_ERS474833","ME"
"HGDP00732_ERS474813","ME"
"HGDP00732_ERS474813","ME"
"HGDP01268_ERS474887","AF"
"HGDP01268_ERS474887","AF"
"HGDP00054_ERS474533","AS"
"HGDP00054_ERS474533","AS"
"HGDP00191_ERS474474","AS"
"HGDP00191_ERS474474","AS"
"HGDP00311_ERS474498","AS"
"HGDP00311_ERS474498","AS"
"HGDP00669_ERS474715","EU"
"HGDP00669_ERS474715","EU"
"HGDP01072_ERS474731","EU"
"HGDP01072_ERS474731","EU"
"HGDP01162_ERS474704","EU"
"HGDP01162_ERS474704","EU"
"HGDP00752_ERS1063417","AS"
"HGDP00752_ERS1063417","AS"
"HGDP00753_ERS1063418","AS"
"HGDP00753_ERS1063418","AS"
"HGDP00727_ERS474809","ME"
"HGDP00727_ERS474809","ME"
"HGDP00679_ERS474784","ME"
"HGDP00679_ERS474784","ME"
"HGDP00688_ERS474792","ME"
"HGDP00688_ERS474792","ME"
"HGDP01260_ERS474879","AF"
"HGDP01260_ERS474879","AF"
"HGDP00635_ERS474852","ME"
"HGDP00635_ERS474852","ME"
"HGDP00672_ERS474718","EU"
"HGDP00672_ERS474718","EU"
"HGDP01378_ERS474672","EU"
"HGDP01378_ERS474672","EU"
"HGDP00557_ERS474739","ME"
"HGDP00557_ERS474739","ME"
"HGDP00678_ERS474783","ME"
"HGDP00678_ERS474783","ME"
"HGDP01254_ERS474873","AF"
"HGDP01254_ERS474873","AF"
"HGDP01217_ERS474300","AS"
"HGDP01217_ERS474300","AS"
"HGDP00638_ERS474855","ME"
"HGDP00638_ERS474855","ME"
"HGDP00618_ERS474836","ME"
"HGDP00618_ERS474836","ME"
"HGDP00949_ERS474358","AS"
"HGDP00949_ERS474358","AS"
"HGDP00759_ERS474337","AS"
"HGDP00759_ERS474337","AS"
"HGDP00230_ERS474444","AS"
"HGDP00230_ERS474444","AS"
"HGDP00068_ERS474541","AS"
"HGDP00068_ERS474541","AS"
"HGDP00029_ERS474521","AS"
"HGDP00029_ERS474521","AS"
"HGDP00615_ERS1063307","ME"
"HGDP00615_ERS1063307","ME"
"HGDP01309_ERS813229","AS"
"HGDP01309_ERS813229","AS"
"HGDP00628_ERS1063302","ME"
"HGDP00628_ERS1063302","ME"
"HGDP00805_ERS474685","EU"
"HGDP00805_ERS474685","EU"
"HGDP00594_ERS474771","ME"
"HGDP00594_ERS474771","ME"
"HGDP00624_ERS474842","ME"
"HGDP00624_ERS474842","ME"
"HGDP00598_ERS474773","ME"
"HGDP00598_ERS474773","ME"
"HGDP00647_ERS474864","ME"
"HGDP00647_ERS474864","ME"
"HGDP00735_ERS474816","ME"
"HGDP00735_ERS474816","ME"
"HGDP00699_ERS474802","ME"
"HGDP00699_ERS474802","ME"
"HGDP00602_ERS474777","ME"
"HGDP00602_ERS474777","ME"
"HGDP00586_ERS474766","ME"
"HGDP00586_ERS474766","ME"
"HGDP00648_ERS474865","ME"
"HGDP00648_ERS474865","ME"
"HGDP01239_ERS474282","AS"
"HGDP01239_ERS474282","AS"
"HGDP00690_ERS1085932","ME"
"HGDP00690_ERS1085932","ME"
"HGDP00017_ERS474515","AS"
"HGDP00017_ERS474515","AS"
"HGDP01270_ERS474889","AF"
"HGDP01270_ERS474889","AF"
"HGDP00444_ERS474434","AS"
"HGDP00444_ERS474434","AS"
"HGDP00197_ERS474477","AS"
"HGDP00197_ERS474477","AS"
"HGDP00560_ERS474742","ME"
"HGDP00560_ERS474742","ME"
"HGDP01276_ERS474895","AF"
"HGDP01276_ERS474895","AF"
"HGDP01262_ERS1063421","AF"
"HGDP01262_ERS1063421","AF"
"HGDP00906_ERS813224","AF"
"HGDP00906_ERS813224","AF"
"HGDP00625_ERS813223","ME"
"HGDP00625_ERS813223","ME"
"HGDP01282_ERS474900","AF"
"HGDP01282_ERS474900","AF"
"HGDP01373_ERS474667","EU"
"HGDP01373_ERS474667","EU"
"HGDP00607_ERS474826","ME"
"HGDP00607_ERS474826","ME"
"HGDP00683_ERS474787","ME"
"HGDP00683_ERS474787","ME"
"HGDP00738_ERS474819","ME"
"HGDP00738_ERS474819","ME"
"HGDP00739_ERS474820","ME"
"HGDP00739_ERS474820","ME"
"HGDP00629_ERS474847","ME"
"HGDP00629_ERS474847","ME"
"HGDP00746_ERS474825","ME"
"HGDP00746_ERS474825","ME"
"HGDP00619_ERS474837","ME"
"HGDP00619_ERS474837","ME"
"HGDP00636_ERS474853","ME"
"HGDP00636_ERS474853","ME"
"HGDP00574_ERS474755","ME"
"HGDP00574_ERS474755","ME"
"HGDP01370_ERS474664","EU"
"HGDP01370_ERS474664","EU"
"HGDP01077_ERS474736","EU"
"HGDP01077_ERS474736","EU"
"HGDP00587_ERS474767","ME"
"HGDP00587_ERS474767","ME"
"HGDP00599_ERS474774","ME"
"HGDP00599_ERS474774","ME"
"HGDP01174_ERS474701","EU"
"HGDP01174_ERS474701","EU"
"HGDP00637_ERS474854","ME"
"HGDP00637_ERS474854","ME"
"HGDP00677_ERS474782","ME"
"HGDP00677_ERS474782","ME"
"HGDP00748_ERS474326","AS"
"HGDP00748_ERS474326","AS"
"HGDP00171_ERS474464","AS"
"HGDP00171_ERS474464","AS"
"HGDP00041_ERS474527","AS"
"HGDP00041_ERS474527","AS"
"HGDP00023_ERS474518","AS"
"HGDP00023_ERS474518","AS"
"HGDP01372_ERS474666","EU"
"HGDP01372_ERS474666","EU"
"HGDP01151_ERS474692","EU"
"HGDP01151_ERS474692","EU"
"HGDP00558_ERS474740","ME"
"HGDP00558_ERS474740","ME"
"HGDP01275_ERS474894","AF"
"HGDP01275_ERS474894","AF"
"HGDP00454_ERS813221","AF"
"HGDP00454_ERS813221","AF"
"HGDP00455_ERS813222","AF"
"HGDP00455_ERS813222","AF"
"HGDP00611_ERS474830","ME"
"HGDP00611_ERS474830","ME"
"HGDP00730_ERS474811","ME"
"HGDP00730_ERS474811","ME"
"HGDP00745_ERS474824","ME"
"HGDP00745_ERS474824","ME"
"HGDP00564_ERS474746","ME"
"HGDP00564_ERS474746","ME"
"HGDP01377_ERS474671","EU"
"HGDP01377_ERS474671","EU"
"HGDP00666_ERS474712","EU"
"HGDP00666_ERS474712","EU"
"HGDP00959_ERS474368","AS"
